Date,State Name,DistrictName,Average Soilmoisture Level (at 15cm),Average SoilMoisture Volume (at 15cm),Aggregate Soilmoisture Percentage (at 15cm),Volume Soilmoisture percentage (at 15cm)
2020/01/31,UTTARAKHAND,HARDWAR,0.48,297.29,4.26,24.18119046
2020/01/31,UTTARAKHAND,NAINITAL,0.08,606.28,0.64,28.50169021
2020/01/31,UTTARAKHAND,ALMORA,0.26,482.07,2.43,30.18897498
2020/01/31,UTTARAKHAND,PITHORAGARH,0.01,828.6,0.08,22.20116362
2020/01/31,UTTARAKHAND,CHAMOLI,0.06,943.78,0.7,23.33725335
2020/01/31,UTTARAKHAND,DEHRADUN,0.11,524.65,0.67,33.11501187
2020/01/31,UTTARAKHAND,GARHWAL,0.13,793.72,1.54,28.23489391
2020/01/31,UTTARAKHAND,UDHAM SINGH NAGAR,0.18,378.74,1.28,26.80227829
2020/01/31,UTTARAKHAND,BAGESHWAR,0.06,316.77,0.85,26.94527608
2020/01/31,UTTARAKHAND,RUDRAPRAYAG,0.09,219.47,0.98,23.14379781
2020/01/31,UTTARAKHAND,UTTARKASHI,0.2,968.74,1.77,23.26287811
2020/01/31,UTTARAKHAND,TEHRI GARHWAL,0.01,575.85,0.13,28.84346683
2020/01/31,UTTARAKHAND,CHAMPAWAT,0.19,258.67,1.27,30.51565503
2020/01/30,UTTARAKHAND,HARDWAR,0.54,302.64,4.79,24.616199
2020/01/30,UTTARAKHAND,NAINITAL,0.11,629.98,0.87,29.61564692
2020/01/30,UTTARAKHAND,ALMORA,0.33,499.98,2.88,31.31042699
2020/01/30,UTTARAKHAND,PITHORAGARH,0.01,834.77,0.08,22.36652126
2020/01/30,UTTARAKHAND,CHAMOLI,0.06,949.39,0.71,23.47609743
2020/01/30,UTTARAKHAND,DEHRADUN,0.13,538.75,0.81,34.00472642
2020/01/30,UTTARAKHAND,GARHWAL,0.16,820.93,1.74,29.20261918
2020/01/30,UTTARAKHAND,UDHAM SINGH NAGAR,0.23,391.92,1.59,27.73513325
2020/01/30,UTTARAKHAND,BAGESHWAR,0.06,321.3,0.9,27.33058904
2020/01/30,UTTARAKHAND,RUDRAPRAYAG,0.09,221.13,0.97,23.3193089
2020/01/30,UTTARAKHAND,UTTARKASHI,0.21,975.55,1.85,23.42641348
2020/01/30,UTTARAKHAND,TEHRI GARHWAL,0.02,584.69,0.19,29.28603444
2020/01/30,UTTARAKHAND,CHAMPAWAT,0.24,269.32,1.66,31.77228935
2020/01/29,UTTARAKHAND,HARDWAR,0.62,308.93,5.43,25.12766592
2020/01/29,UTTARAKHAND,NAINITAL,1.38,699.6,10.29,32.88836807
2020/01/29,UTTARAKHAND,ALMORA,1.49,555.86,10.69,34.8098627
2020/01/29,UTTARAKHAND,PITHORAGARH,0.06,845.63,0.4,22.6576664
2020/01/29,UTTARAKHAND,CHAMOLI,0.09,957.44,0.85,23.67493237
2020/01/29,UTTARAKHAND,DEHRADUN,0.57,573.36,3.44,36.18944186
2020/01/29,UTTARAKHAND,GARHWAL,1.2,905.45,8.83,32.20936419
2020/01/29,UTTARAKHAND,UDHAM SINGH NAGAR,1.27,430.97,8.16,30.49820817
2020/01/29,UTTARAKHAND,BAGESHWAR,0.07,326.79,0.96,27.7970352
2020/01/29,UTTARAKHAND,RUDRAPRAYAG,0.09,222.47,0.96,23.45998061
2020/01/29,UTTARAKHAND,UTTARKASHI,0.22,980.69,1.88,23.54971644
2020/01/29,UTTARAKHAND,TEHRI GARHWAL,0.05,597.81,0.36,29.94316998
2020/01/29,UTTARAKHAND,CHAMPAWAT,1.62,301.53,10.29,35.57172278
2020/01/28,UTTARAKHAND,HARDWAR,1.61,378.56,12.5,30.79094562
2020/01/28,UTTARAKHAND,NAINITAL,0.15,601.99,1.17,28.29981453
2020/01/28,UTTARAKHAND,ALMORA,0.13,456.28,1.56,28.57358085
2020/01/28,UTTARAKHAND,PITHORAGARH,0.01,820.44,0.08,21.98274825
2020/01/28,UTTARAKHAND,CHAMOLI,0.06,962.95,0.71,23.81123142
2020/01/28,UTTARAKHAND,DEHRADUN,0.39,578.78,2.41,36.53126064
2020/01/28,UTTARAKHAND,GARHWAL,0.64,871.77,5.01,31.01110031
2020/01/28,UTTARAKHAND,UDHAM SINGH NAGAR,0.39,411.03,2.65,29.08741067
2020/01/28,UTTARAKHAND,BAGESHWAR,0.09,321.55,1.13,27.35129578
2020/01/28,UTTARAKHAND,RUDRAPRAYAG,0.08,225.09,0.82,23.73660096
2020/01/28,UTTARAKHAND,UTTARKASHI,0.22,1006.77,1.91,24.17615877
2020/01/28,UTTARAKHAND,TEHRI GARHWAL,0.03,595.82,0.25,29.84336775
2020/01/28,UTTARAKHAND,CHAMPAWAT,0,236.4,0,27.88857149
2020/01/27,UTTARAKHAND,HARDWAR,0.51,300.92,4.45,24.47585738
2020/01/27,UTTARAKHAND,NAINITAL,0.01,532.6,0.07,25.03796892
2020/01/27,UTTARAKHAND,ALMORA,0.08,423.08,1.14,26.49479551
2020/01/27,UTTARAKHAND,PITHORAGARH,0.01,818.75,0.08,21.93730492
2020/01/27,UTTARAKHAND,CHAMOLI,0.07,960.75,0.72,23.75694197
2020/01/27,UTTARAKHAND,DEHRADUN,0.02,482.86,0.15,30.47676025
2020/01/27,UTTARAKHAND,GARHWAL,0.08,708.19,1.15,25.19215145
2020/01/27,UTTARAKHAND,UDHAM SINGH NAGAR,0.02,333.41,0.16,23.59434395
2020/01/27,UTTARAKHAND,BAGESHWAR,0.08,319.85,1.1,27.20666864
2020/01/27,UTTARAKHAND,RUDRAPRAYAG,0.08,223.75,0.88,23.59536493
2020/01/27,UTTARAKHAND,UTTARKASHI,0.22,979.61,1.89,23.52396875
2020/01/27,UTTARAKHAND,TEHRI GARHWAL,0.01,560.07,0.12,28.05291778
2020/01/27,UTTARAKHAND,CHAMPAWAT,0,219.53,0,25.89814212
2020/01/26,UTTARAKHAND,HARDWAR,0.51,299.19,4.49,24.3353316
2020/01/26,UTTARAKHAND,NAINITAL,0.01,539.21,0.09,25.34859421
2020/01/26,UTTARAKHAND,ALMORA,0.08,425.53,1.15,26.64809391
2020/01/26,UTTARAKHAND,PITHORAGARH,0.01,816.98,0.08,21.88988116
2020/01/26,UTTARAKHAND,CHAMOLI,0.08,964.74,0.77,23.85548946
2020/01/26,UTTARAKHAND,DEHRADUN,0.02,486.02,0.16,30.67649355
2020/01/26,UTTARAKHAND,GARHWAL,0.09,715.66,1.22,25.45801942
2020/01/26,UTTARAKHAND,UDHAM SINGH NAGAR,0.04,337.62,0.24,23.89214694
2020/01/26,UTTARAKHAND,BAGESHWAR,0.09,307.88,1.15,26.18906316
2020/01/26,UTTARAKHAND,RUDRAPRAYAG,0.07,224.58,0.79,23.68268324
2020/01/26,UTTARAKHAND,UTTARKASHI,0.22,984.91,1.91,23.6512408
2020/01/26,UTTARAKHAND,TEHRI GARHWAL,0.01,563.06,0.12,28.20276339
2020/01/26,UTTARAKHAND,CHAMPAWAT,0,222.04,0,26.19408467
2020/01/25,UTTARAKHAND,HARDWAR,0.58,304.32,5.05,24.75249562
2020/01/25,UTTARAKHAND,NAINITAL,0.01,546.38,0.11,25.68556766
2020/01/25,UTTARAKHAND,ALMORA,0.08,428.78,1.16,26.851816
2020/01/25,UTTARAKHAND,PITHORAGARH,0.01,816.59,0.08,21.8795528
2020/01/25,UTTARAKHAND,CHAMOLI,0.07,967.02,0.74,23.91186448
2020/01/25,UTTARAKHAND,DEHRADUN,0.03,490.78,0.21,30.97699425
2020/01/25,UTTARAKHAND,GARHWAL,0.09,724.26,1.19,25.7640204
2020/01/25,UTTARAKHAND,UDHAM SINGH NAGAR,0.05,342.59,0.35,24.24413223
2020/01/25,UTTARAKHAND,BAGESHWAR,0.09,309.5,1.21,26.32637714
2020/01/25,UTTARAKHAND,RUDRAPRAYAG,0.06,223.71,0.63,23.59055079
2020/01/25,UTTARAKHAND,UTTARKASHI,0.22,987.75,1.93,23.71932342
2020/01/25,UTTARAKHAND,TEHRI GARHWAL,0.01,565.39,0.11,28.31937239
2020/01/25,UTTARAKHAND,CHAMPAWAT,0,224.63,0,26.49966041
2020/01/24,UTTARAKHAND,HARDWAR,0.65,309.7,5.62,25.19018582
2020/01/24,UTTARAKHAND,NAINITAL,0.02,553.78,0.14,26.0335931
2020/01/24,UTTARAKHAND,ALMORA,0.08,432.9,1.18,27.10941594
2020/01/24,UTTARAKHAND,PITHORAGARH,0.01,815.36,0.08,21.84661688
2020/01/24,UTTARAKHAND,CHAMOLI,0.07,962.76,0.74,23.80669071
2020/01/24,UTTARAKHAND,DEHRADUN,0.05,496.01,0.29,31.30685505
2020/01/24,UTTARAKHAND,GARHWAL,0.08,733.09,1.19,26.07814502
2020/01/24,UTTARAKHAND,UDHAM SINGH NAGAR,0.07,347.42,0.44,24.58571194
2020/01/24,UTTARAKHAND,BAGESHWAR,0.1,310.82,1.29,26.43933224
2020/01/24,UTTARAKHAND,RUDRAPRAYAG,0.04,223.36,0.46,23.55414016
2020/01/24,UTTARAKHAND,UTTARKASHI,0.22,989.25,1.96,23.75540846
2020/01/24,UTTARAKHAND,TEHRI GARHWAL,0.01,569.77,0.09,28.5386425
2020/01/24,UTTARAKHAND,CHAMPAWAT,0,227.51,0,26.8391275
2020/01/23,UTTARAKHAND,HARDWAR,0.73,315.59,6.16,25.66886887
2020/01/23,UTTARAKHAND,NAINITAL,0.02,563.13,0.17,26.47311199
2020/01/23,UTTARAKHAND,ALMORA,0.09,438.75,1.21,27.47564656
2020/01/23,UTTARAKHAND,PITHORAGARH,0.01,818.56,0.08,21.93224645
2020/01/23,UTTARAKHAND,CHAMOLI,0.07,964.85,0.75,23.85819154
2020/01/23,UTTARAKHAND,DEHRADUN,0.06,501.69,0.38,31.66551038
2020/01/23,UTTARAKHAND,GARHWAL,0.09,742.31,1.22,26.40580118
2020/01/23,UTTARAKHAND,UDHAM SINGH NAGAR,0.09,353.28,0.59,25.00076841
2020/01/23,UTTARAKHAND,BAGESHWAR,0.11,313.04,1.38,26.62739856
2020/01/23,UTTARAKHAND,RUDRAPRAYAG,0.04,224.35,0.47,23.65855231
2020/01/23,UTTARAKHAND,UTTARKASHI,0.23,994.26,2,23.87559859
2020/01/23,UTTARAKHAND,TEHRI GARHWAL,0.01,573.01,0.09,28.70100234
2020/01/23,UTTARAKHAND,CHAMPAWAT,0,230.79,0,27.22609107
2020/01/22,UTTARAKHAND,HARDWAR,0.82,322.87,6.9,26.26104401
2020/01/22,UTTARAKHAND,NAINITAL,0.04,574.81,0.33,27.02190272
2020/01/22,UTTARAKHAND,ALMORA,0.09,445.83,1.24,27.91909257
2020/01/22,UTTARAKHAND,PITHORAGARH,0.01,826.18,0.08,22.1363387
2020/01/22,UTTARAKHAND,CHAMOLI,0.07,972.88,0.76,24.05684876
2020/01/22,UTTARAKHAND,DEHRADUN,0.07,508.96,0.47,32.12414545
2020/01/22,UTTARAKHAND,GARHWAL,0.09,752.92,1.25,26.78325095
2020/01/22,UTTARAKHAND,UDHAM SINGH NAGAR,0.14,362.42,0.94,25.6473916
2020/01/22,UTTARAKHAND,BAGESHWAR,0.12,318.03,1.49,27.05250562
2020/01/22,UTTARAKHAND,RUDRAPRAYAG,0.04,226.25,0.48,23.85923228
2020/01/22,UTTARAKHAND,UTTARKASHI,0.23,1001.82,2.04,24.05718008
2020/01/22,UTTARAKHAND,TEHRI GARHWAL,0.01,576.81,0.09,28.89126824
2020/01/22,UTTARAKHAND,CHAMPAWAT,0,234.72,0,27.6897568
2020/01/21,UTTARAKHAND,HARDWAR,0.9,329.41,7.48,26.7934832
2020/01/21,UTTARAKHAND,NAINITAL,0.06,584.88,0.45,27.49532679
2020/01/21,UTTARAKHAND,ALMORA,0.1,453.4,1.27,28.39328433
2020/01/21,UTTARAKHAND,PITHORAGARH,0.01,831.22,0.08,22.27156572
2020/01/21,UTTARAKHAND,CHAMOLI,0.08,978.2,0.78,24.18849779
2020/01/21,UTTARAKHAND,DEHRADUN,0.08,515.76,0.54,32.55341179
2020/01/21,UTTARAKHAND,GARHWAL,0.09,763.68,1.27,27.1661145
2020/01/21,UTTARAKHAND,UDHAM SINGH NAGAR,0.17,368.85,1.13,26.10207818
2020/01/21,UTTARAKHAND,BAGESHWAR,0.13,321.15,1.6,27.31784828
2020/01/21,UTTARAKHAND,RUDRAPRAYAG,0.04,227.83,0.5,24.02514108
2020/01/21,UTTARAKHAND,UTTARKASHI,0.24,1009.34,2.09,24.2378271
2020/01/21,UTTARAKHAND,TEHRI GARHWAL,0.01,581.26,0.09,29.11419298
2020/01/21,UTTARAKHAND,CHAMPAWAT,0,238.38,0,28.12172181
2020/01/20,UTTARAKHAND,HARDWAR,0.95,334.96,7.92,27.24483042
2020/01/20,UTTARAKHAND,NAINITAL,0.07,596.01,0.57,28.01848635
2020/01/20,UTTARAKHAND,ALMORA,0.1,463.02,1.32,28.99586963
2020/01/20,UTTARAKHAND,PITHORAGARH,0.01,836.42,0.08,22.41066772
2020/01/20,UTTARAKHAND,CHAMOLI,0.08,981.06,0.79,24.25908663
2020/01/20,UTTARAKHAND,DEHRADUN,0.09,521.94,0.58,32.94377418
2020/01/20,UTTARAKHAND,GARHWAL,0.1,776.38,1.29,27.61797723
2020/01/20,UTTARAKHAND,UDHAM SINGH NAGAR,0.2,375.05,1.29,26.54121013
2020/01/20,UTTARAKHAND,BAGESHWAR,0.15,324.98,1.75,27.64326184
2020/01/20,UTTARAKHAND,RUDRAPRAYAG,0.04,229.41,0.52,24.19181249
2020/01/20,UTTARAKHAND,UTTARKASHI,0.24,1017.03,2.14,24.42251324
2020/01/20,UTTARAKHAND,TEHRI GARHWAL,0.01,587.1,0.09,29.40685977
2020/01/20,UTTARAKHAND,CHAMPAWAT,0,242.94,0,28.65989648
2020/01/19,UTTARAKHAND,HARDWAR,1.01,341.66,8.34,27.78973589
2020/01/19,UTTARAKHAND,NAINITAL,0.08,609,0.65,28.6296141
2020/01/19,UTTARAKHAND,ALMORA,0.11,475.29,1.37,29.76427769
2020/01/19,UTTARAKHAND,PITHORAGARH,0.01,840.7,0.08,22.52555789
2020/01/19,UTTARAKHAND,CHAMOLI,0.08,982.86,0.8,24.30361434
2020/01/19,UTTARAKHAND,DEHRADUN,0.1,530.56,0.62,33.48801958
2020/01/19,UTTARAKHAND,GARHWAL,0.1,791.71,1.32,28.16332544
2020/01/19,UTTARAKHAND,UDHAM SINGH NAGAR,0.21,380.61,1.38,26.93429133
2020/01/19,UTTARAKHAND,BAGESHWAR,0.13,325.93,1.6,27.72435377
2020/01/19,UTTARAKHAND,RUDRAPRAYAG,0.04,231.15,0.52,24.37588771
2020/01/19,UTTARAKHAND,UTTARKASHI,0.25,1024.64,2.18,24.60529708
2020/01/19,UTTARAKHAND,TEHRI GARHWAL,0.01,596.05,0.09,29.85507385
2020/01/19,UTTARAKHAND,CHAMPAWAT,0,248.23,0,29.28340175
2020/01/18,UTTARAKHAND,HARDWAR,1.1,351.18,9,28.56441654
2020/01/18,UTTARAKHAND,NAINITAL,0.11,630.91,0.85,29.65949746
2020/01/18,UTTARAKHAND,ALMORA,0.12,493.77,1.51,30.9215447
2020/01/18,UTTARAKHAND,PITHORAGARH,0.01,850.5,0.08,22.78813099
2020/01/18,UTTARAKHAND,CHAMOLI,0.08,989.78,0.81,24.47484386
2020/01/18,UTTARAKHAND,DEHRADUN,0.1,541.27,0.67,34.16387365
2020/01/18,UTTARAKHAND,GARHWAL,0.11,814.57,1.41,28.97637436
2020/01/18,UTTARAKHAND,UDHAM SINGH NAGAR,0.25,391.24,1.62,27.68700862
2020/01/18,UTTARAKHAND,BAGESHWAR,0.13,331.84,1.65,28.22724725
2020/01/18,UTTARAKHAND,RUDRAPRAYAG,0.05,233.7,0.54,24.64490203
2020/01/18,UTTARAKHAND,UTTARKASHI,0.26,1035.51,2.24,24.86619764
2020/01/18,UTTARAKHAND,TEHRI GARHWAL,0.04,611.65,0.29,30.63621377
2020/01/18,UTTARAKHAND,CHAMPAWAT,0,255.83,0,30.18016581
2020/01/17,UTTARAKHAND,HARDWAR,1.24,365.37,10.06,29.71863616
2020/01/17,UTTARAKHAND,NAINITAL,0.39,660.96,2.75,31.07184756
2020/01/17,UTTARAKHAND,ALMORA,0.46,516.77,3.75,32.36210158
2020/01/17,UTTARAKHAND,PITHORAGARH,0.03,864.67,0.2,23.1675939
2020/01/17,UTTARAKHAND,CHAMOLI,0.08,998.35,0.85,24.68673758
2020/01/17,UTTARAKHAND,DEHRADUN,0.1,553.48,0.66,34.93435203
2020/01/17,UTTARAKHAND,GARHWAL,0.13,840.38,1.56,29.89460393
2020/01/17,UTTARAKHAND,UDHAM SINGH NAGAR,0.38,406.05,2.43,28.73474361
2020/01/17,UTTARAKHAND,BAGESHWAR,0.22,342.11,2.23,29.10015091
2020/01/17,UTTARAKHAND,RUDRAPRAYAG,0.05,236.51,0.57,24.94089991
2020/01/17,UTTARAKHAND,UTTARKASHI,0.32,1052.07,2.65,25.26385295
2020/01/17,UTTARAKHAND,TEHRI GARHWAL,0.04,608.74,0.26,30.49084635
2020/01/17,UTTARAKHAND,CHAMPAWAT,0.08,266.05,0.55,31.38671212
2020/01/16,UTTARAKHAND,HARDWAR,2.85,417.08,20.71,33.92410218
2020/01/16,UTTARAKHAND,NAINITAL,1.92,734.68,13.36,34.53784602
2020/01/16,UTTARAKHAND,ALMORA,2.25,589.82,15.65,36.93636192
2020/01/16,UTTARAKHAND,PITHORAGARH,0.15,880.98,0.92,23.60479942
2020/01/16,UTTARAKHAND,CHAMOLI,0.1,1007.87,1,24.92209829
2020/01/16,UTTARAKHAND,DEHRADUN,0.3,580.21,1.85,36.62163297
2020/01/16,UTTARAKHAND,GARHWAL,1.75,960.1,12.36,34.15331246
2020/01/16,UTTARAKHAND,UDHAM SINGH NAGAR,1.04,426.33,6.57,30.17009081
2020/01/16,UTTARAKHAND,BAGESHWAR,0.34,345.04,2.99,29.34948678
2020/01/16,UTTARAKHAND,RUDRAPRAYAG,0.1,240.72,0.89,25.3845763
2020/01/16,UTTARAKHAND,UTTARKASHI,0.28,1051.54,2.39,25.25116158
2020/01/16,UTTARAKHAND,TEHRI GARHWAL,0.14,623.35,0.86,31.22244557
2020/01/16,UTTARAKHAND,CHAMPAWAT,1.12,293.25,7.22,34.59476571
2020/01/15,UTTARAKHAND,HARDWAR,0.56,333.32,4.96,27.11102108
2020/01/15,UTTARAKHAND,NAINITAL,0.04,556.83,0.28,26.17688379
2020/01/15,UTTARAKHAND,ALMORA,0.09,437.6,1.26,27.40368737
2020/01/15,UTTARAKHAND,PITHORAGARH,0.01,831.56,0.09,22.28050149
2020/01/15,UTTARAKHAND,CHAMOLI,0.09,999,0.88,24.70272484
2020/01/15,UTTARAKHAND,DEHRADUN,0.04,548.14,0.24,34.59749017
2020/01/15,UTTARAKHAND,GARHWAL,0.09,758.6,1.24,26.98539623
2020/01/15,UTTARAKHAND,UDHAM SINGH NAGAR,0.01,330.62,0.11,23.39667905
2020/01/15,UTTARAKHAND,BAGESHWAR,0.14,307.52,1.79,26.15828181
2020/01/15,UTTARAKHAND,RUDRAPRAYAG,0.06,240.13,0.61,25.32274817
2020/01/15,UTTARAKHAND,UTTARKASHI,0.29,1064.09,2.49,25.55252069
2020/01/15,UTTARAKHAND,TEHRI GARHWAL,0.01,611.23,0.11,30.61536319
2020/01/15,UTTARAKHAND,CHAMPAWAT,0,231.46,0,27.30580605
2020/01/14,UTTARAKHAND,HARDWAR,0.6,338.77,5.25,27.55459927
2020/01/14,UTTARAKHAND,NAINITAL,0.05,590.66,0.41,27.76703467
2020/01/14,UTTARAKHAND,ALMORA,0.11,443.65,1.39,27.7824884
2020/01/14,UTTARAKHAND,PITHORAGARH,0.01,849.48,0.09,22.76063489
2020/01/14,UTTARAKHAND,CHAMOLI,0.09,1010.87,0.92,24.99611696
2020/01/14,UTTARAKHAND,DEHRADUN,0.05,558.67,0.32,35.26175248
2020/01/14,UTTARAKHAND,GARHWAL,0.09,768.91,1.27,27.3522096
2020/01/14,UTTARAKHAND,UDHAM SINGH NAGAR,0.05,354.2,0.4,25.06560716
2020/01/14,UTTARAKHAND,BAGESHWAR,0.19,316.65,2.27,26.93451971
2020/01/14,UTTARAKHAND,RUDRAPRAYAG,0.07,247.34,0.71,26.0825638
2020/01/14,UTTARAKHAND,UTTARKASHI,0.33,1088.18,2.71,26.13097709
2020/01/14,UTTARAKHAND,TEHRI GARHWAL,0.02,626.18,0.15,31.36397668
2020/01/14,UTTARAKHAND,CHAMPAWAT,0,239.53,0,28.2578494
2020/01/13,UTTARAKHAND,HARDWAR,1.14,357.87,8.98,29.1081531
2020/01/13,UTTARAKHAND,NAINITAL,0.04,573.05,0.33,26.93941056
2020/01/13,UTTARAKHAND,ALMORA,0.14,449.86,1.61,28.17139418
2020/01/13,UTTARAKHAND,PITHORAGARH,0.01,846.56,0.09,22.68253864
2020/01/13,UTTARAKHAND,CHAMOLI,0.1,1014.85,0.97,25.09453847
2020/01/13,UTTARAKHAND,DEHRADUN,0.7,607.77,4.24,38.36099948
2020/01/13,UTTARAKHAND,GARHWAL,0.15,786.41,1.63,27.97481658
2020/01/13,UTTARAKHAND,UDHAM SINGH NAGAR,0.02,341.51,0.18,24.16767789
2020/01/13,UTTARAKHAND,BAGESHWAR,0.18,315.43,2.2,26.83136574
2020/01/13,UTTARAKHAND,RUDRAPRAYAG,0.19,252.67,1.4,26.64512344
2020/01/13,UTTARAKHAND,UTTARKASHI,0.67,1133.02,4.71,27.2078021
2020/01/13,UTTARAKHAND,TEHRI GARHWAL,0.55,677.39,3.21,33.92900134
2020/01/13,UTTARAKHAND,CHAMPAWAT,0,237.99,0,28.07576411
2020/01/12,UTTARAKHAND,HARDWAR,0.4,313.99,3.63,25.53886599
2020/01/12,UTTARAKHAND,NAINITAL,0.03,583.46,0.25,27.42878956
2020/01/12,UTTARAKHAND,ALMORA,0.13,453.53,1.55,28.40141911
2020/01/12,UTTARAKHAND,PITHORAGARH,0.02,839.64,0.09,22.49717985
2020/01/12,UTTARAKHAND,CHAMOLI,0.09,1002.47,0.88,24.78853233
2020/01/12,UTTARAKHAND,DEHRADUN,0,517.3,0.02,32.65055773
2020/01/12,UTTARAKHAND,GARHWAL,0.11,768.64,1.34,27.3426181
2020/01/12,UTTARAKHAND,UDHAM SINGH NAGAR,0.03,349.26,0.23,24.71612127
2020/01/12,UTTARAKHAND,BAGESHWAR,0.16,314.43,2.05,26.74607216
2020/01/12,UTTARAKHAND,RUDRAPRAYAG,0.06,233.56,0.65,24.62957432
2020/01/12,UTTARAKHAND,UTTARKASHI,0.32,1057.97,2.74,25.40562426
2020/01/12,UTTARAKHAND,TEHRI GARHWAL,0.01,577.76,0.14,28.93904024
2020/01/12,UTTARAKHAND,CHAMPAWAT,0,242.22,0,28.57500729
2020/01/11,UTTARAKHAND,HARDWAR,0.45,322.53,4.06,26.23376139
2020/01/11,UTTARAKHAND,NAINITAL,0.03,595.55,0.29,27.99718369
2020/01/11,UTTARAKHAND,ALMORA,0.11,457.96,1.41,28.67923771
2020/01/11,UTTARAKHAND,PITHORAGARH,0.02,841.15,0.09,22.53761985
2020/01/11,UTTARAKHAND,CHAMOLI,0.09,1001.44,0.91,24.7629636
2020/01/11,UTTARAKHAND,DEHRADUN,0,520.6,0.02,32.85880796
2020/01/11,UTTARAKHAND,GARHWAL,0.1,774.01,1.31,27.53369139
2020/01/11,UTTARAKHAND,UDHAM SINGH NAGAR,0.03,357.03,0.27,25.26613751
2020/01/11,UTTARAKHAND,BAGESHWAR,0.17,315.49,2.14,26.83620838
2020/01/11,UTTARAKHAND,RUDRAPRAYAG,0.06,230.11,0.68,24.26630058
2020/01/11,UTTARAKHAND,UTTARKASHI,0.31,1051.15,2.69,25.24173555
2020/01/11,UTTARAKHAND,TEHRI GARHWAL,0.01,578.2,0.13,28.96106653
2020/01/11,UTTARAKHAND,CHAMPAWAT,0,248.11,0,29.27023109
2020/01/10,UTTARAKHAND,HARDWAR,0.55,335.31,4.82,27.27299641
2020/01/10,UTTARAKHAND,NAINITAL,0.03,612.01,0.33,28.77079343
2020/01/10,UTTARAKHAND,ALMORA,0.11,468.51,1.45,29.33937343
2020/01/10,UTTARAKHAND,PITHORAGARH,0.02,848.88,0.09,22.74472953
2020/01/10,UTTARAKHAND,CHAMOLI,0.09,1008.9,0.94,24.94759158
2020/01/10,UTTARAKHAND,DEHRADUN,0,534.64,0.04,33.74541571
2020/01/10,UTTARAKHAND,GARHWAL,0.1,790.5,1.36,28.12033872
2020/01/10,UTTARAKHAND,UDHAM SINGH NAGAR,0.04,366.87,0.32,25.96236561
2020/01/10,UTTARAKHAND,BAGESHWAR,0.17,317.75,2.2,27.02875453
2020/01/10,UTTARAKHAND,RUDRAPRAYAG,0.07,232.31,0.7,24.49776983
2020/01/10,UTTARAKHAND,UTTARKASHI,0.33,1060.48,2.79,25.46582655
2020/01/10,UTTARAKHAND,TEHRI GARHWAL,0.01,588.04,0.12,29.45377494
2020/01/10,UTTARAKHAND,CHAMPAWAT,0,255.48,0,30.13955621
2020/01/09,UTTARAKHAND,HARDWAR,1.37,364.94,10.58,29.6833179
2020/01/09,UTTARAKHAND,NAINITAL,0.04,638.09,0.43,29.99679915
2020/01/09,UTTARAKHAND,ALMORA,0.13,484.15,1.59,30.31877309
2020/01/09,UTTARAKHAND,PITHORAGARH,0.02,858.37,0.1,22.99881725
2020/01/09,UTTARAKHAND,CHAMOLI,0.1,1018.58,0.98,25.18686375
2020/01/09,UTTARAKHAND,DEHRADUN,0.34,574.1,2.16,36.23579933
2020/01/09,UTTARAKHAND,GARHWAL,0.18,819.47,1.85,29.15086595
2020/01/09,UTTARAKHAND,UDHAM SINGH NAGAR,0.2,384.28,1.29,27.19440169
2020/01/09,UTTARAKHAND,BAGESHWAR,0.19,320.27,2.3,27.24299187
2020/01/09,UTTARAKHAND,RUDRAPRAYAG,0.07,234.29,0.73,24.70704839
2020/01/09,UTTARAKHAND,UTTARKASHI,0.37,1075.7,3.06,25.83140528
2020/01/09,UTTARAKHAND,TEHRI GARHWAL,0.05,607.51,0.35,30.42900819
2020/01/09,UTTARAKHAND,CHAMPAWAT,0,267.75,0,31.58652355
2020/01/08,UTTARAKHAND,HARDWAR,1.8,383.69,13.54,31.20839466
2020/01/08,UTTARAKHAND,NAINITAL,1.34,712.09,9.67,33.4758913
2020/01/08,UTTARAKHAND,ALMORA,1.14,536.86,8.31,33.6200737
2020/01/08,UTTARAKHAND,PITHORAGARH,0.21,883.83,1.31,23.68115402
2020/01/08,UTTARAKHAND,CHAMOLI,0.12,1032.44,1.14,25.52971492
2020/01/08,UTTARAKHAND,DEHRADUN,0.58,588.07,3.61,37.11791003
2020/01/08,UTTARAKHAND,GARHWAL,0.45,859.1,3.66,30.56044769
2020/01/08,UTTARAKHAND,UDHAM SINGH NAGAR,1.48,426.17,9.31,30.15908443
2020/01/08,UTTARAKHAND,BAGESHWAR,0.21,325.65,2.45,27.70055562
2020/01/08,UTTARAKHAND,RUDRAPRAYAG,0.09,238.52,0.85,25.15309802
2020/01/08,UTTARAKHAND,UTTARKASHI,0.39,1089.89,3.23,26.17207954
2020/01/08,UTTARAKHAND,TEHRI GARHWAL,0.14,609.19,0.83,30.5131556
2020/01/08,UTTARAKHAND,CHAMPAWAT,2.35,318.09,14.96,37.52476408
2020/01/07,UTTARAKHAND,HARDWAR,0.21,278.67,2,22.66618531
2020/01/07,UTTARAKHAND,NAINITAL,0.05,595.23,0.43,27.9818358
2020/01/07,UTTARAKHAND,ALMORA,0.22,454.6,2.2,28.46862957
2020/01/07,UTTARAKHAND,PITHORAGARH,0.02,845.23,0.14,22.64671917
