Date,State Name,DistrictName,Average Soilmoisture Level (at 15cm),Average SoilMoisture Volume (at 15cm),Aggregate Soilmoisture Percentage (at 15cm),Volume Soilmoisture percentage (at 15cm)
2020/05/25,UTTARAKHAND,GARHWAL,0.05,568.46,0.38,20.22150757
2020/05/25,UTTARAKHAND,UDHAM SINGH NAGAR,0,282.24,0.01,19.97352621
2020/05/25,UTTARAKHAND,BAGESHWAR,0.7,325.24,6.02,27.66566517
2020/05/25,UTTARAKHAND,RUDRAPRAYAG,0.21,246.75,1.89,26.02048623
2020/05/25,UTTARAKHAND,UTTARKASHI,0.65,1029.25,4.41,24.71595604
2020/05/25,UTTARAKHAND,TEHRI GARHWAL,0.23,522.94,1.61,26.19322035
2020/05/25,UTTARAKHAND,CHAMPAWAT,0.01,178.76,0.04,21.08893486
2020/05/24,UTTARAKHAND,HARDWAR,0.19,256.95,1.77,20.89961812
2020/05/24,UTTARAKHAND,NAINITAL,0,439.66,0.02,20.66883254
2020/05/24,UTTARAKHAND,ALMORA,0,340.1,0.02,21.298173
2020/05/24,UTTARAKHAND,PITHORAGARH,0.82,1003.3,4.66,26.88219647
2020/05/24,UTTARAKHAND,CHAMOLI,0.67,1046.82,4.43,25.88528723
2020/05/24,UTTARAKHAND,DEHRADUN,0,409.21,0,25.82856429
2020/05/24,UTTARAKHAND,GARHWAL,0.07,581.38,0.48,20.68133614
2020/05/24,UTTARAKHAND,UDHAM SINGH NAGAR,0,288.99,0.02,20.45073281
2020/05/24,UTTARAKHAND,BAGESHWAR,0.88,338.79,7.27,28.81820203
2020/05/24,UTTARAKHAND,RUDRAPRAYAG,0.61,260.02,4.22,27.42003892
2020/05/24,UTTARAKHAND,UTTARKASHI,0.81,1044.1,5.3,25.07251951
2020/05/24,UTTARAKHAND,TEHRI GARHWAL,0.22,532.25,1.55,26.65955013
2020/05/24,UTTARAKHAND,CHAMPAWAT,0.01,182.99,0.05,21.58762287
2020/05/23,UTTARAKHAND,HARDWAR,0.22,265.45,2.09,21.59121897
2020/05/23,UTTARAKHAND,NAINITAL,0,449.13,0.02,21.11377384
2020/05/23,UTTARAKHAND,ALMORA,0,349.84,0.03,21.90810921
2020/05/23,UTTARAKHAND,PITHORAGARH,0.82,1010.82,4.63,27.08351884
2020/05/23,UTTARAKHAND,CHAMOLI,0.53,1025.62,3.58,25.36104908
2020/05/23,UTTARAKHAND,DEHRADUN,0,420.05,0,26.51272089
2020/05/23,UTTARAKHAND,GARHWAL,0.08,595.96,0.58,21.19988315
2020/05/23,UTTARAKHAND,UDHAM SINGH NAGAR,0,296.57,0.02,20.98723863
2020/05/23,UTTARAKHAND,BAGESHWAR,0.79,332.73,6.7,28.30293597
2020/05/23,UTTARAKHAND,RUDRAPRAYAG,0.24,239.23,1.91,25.22804015
2020/05/23,UTTARAKHAND,UTTARKASHI,0.7,1039.1,4.71,24.95247739
2020/05/23,UTTARAKHAND,TEHRI GARHWAL,0.12,531.56,0.74,26.62474127
2020/05/23,UTTARAKHAND,CHAMPAWAT,0.01,187.63,0.05,22.13514507
2020/05/22,UTTARAKHAND,HARDWAR,0.27,274.41,2.46,22.32005174
2020/05/22,UTTARAKHAND,NAINITAL,0,459.32,0.02,21.59293826
2020/05/22,UTTARAKHAND,ALMORA,0.01,360.67,0.09,22.58606029
2020/05/22,UTTARAKHAND,PITHORAGARH,0.77,1007.3,4.35,26.98933402
2020/05/22,UTTARAKHAND,CHAMOLI,0.46,1006.39,3.17,24.88554231
2020/05/22,UTTARAKHAND,DEHRADUN,0,427.1,0,26.9577815
2020/05/22,UTTARAKHAND,GARHWAL,0.1,612.11,0.73,21.7744202
2020/05/22,UTTARAKHAND,UDHAM SINGH NAGAR,0,304.27,0.03,21.53239683
2020/05/22,UTTARAKHAND,BAGESHWAR,0.62,325.55,5.37,27.69204885
2020/05/22,UTTARAKHAND,RUDRAPRAYAG,0.22,241.17,1.8,25.43231286
2020/05/22,UTTARAKHAND,UTTARKASHI,0.84,1039.28,5.5,24.95673193
2020/05/22,UTTARAKHAND,TEHRI GARHWAL,0.14,538.64,0.86,26.97947054
2020/05/22,UTTARAKHAND,CHAMPAWAT,0.01,192.75,0.06,22.73868396
2020/05/21,UTTARAKHAND,HARDWAR,0.3,284.26,2.78,23.12064656
2020/05/21,UTTARAKHAND,NAINITAL,0,470.44,0.03,22.11554656
2020/05/21,UTTARAKHAND,ALMORA,0.02,372.56,0.31,23.33086221
2020/05/21,UTTARAKHAND,PITHORAGARH,0.71,1006.14,4.06,26.95828362
2020/05/21,UTTARAKHAND,CHAMOLI,0.36,1002.33,2.55,24.78496433
2020/05/21,UTTARAKHAND,DEHRADUN,0,440.13,0,27.78031138
2020/05/21,UTTARAKHAND,GARHWAL,0.11,629.9,0.93,22.40714924
2020/05/21,UTTARAKHAND,UDHAM SINGH NAGAR,0.01,312.55,0.05,22.11853356
2020/05/21,UTTARAKHAND,BAGESHWAR,0.68,336.72,5.93,28.64233153
2020/05/21,UTTARAKHAND,RUDRAPRAYAG,0.12,233.45,1.18,24.61784924
2020/05/21,UTTARAKHAND,UTTARKASHI,0.63,1029.85,4.24,24.73037119
2020/05/21,UTTARAKHAND,TEHRI GARHWAL,0.12,550.68,0.75,27.58249737
2020/05/21,UTTARAKHAND,CHAMPAWAT,0.01,198.21,0.06,23.38276113
2020/05/20,UTTARAKHAND,HARDWAR,0.35,294.85,3.1,23.98201076
2020/05/20,UTTARAKHAND,NAINITAL,0,482.58,0.03,22.68617253
2020/05/20,UTTARAKHAND,ALMORA,0.04,385.31,0.55,24.12954455
2020/05/20,UTTARAKHAND,PITHORAGARH,0.47,982.41,2.65,26.32227321
2020/05/20,UTTARAKHAND,CHAMOLI,0.23,995.07,1.69,24.60546169
2020/05/20,UTTARAKHAND,DEHRADUN,0,454.43,0.01,28.68238344
2020/05/20,UTTARAKHAND,GARHWAL,0.14,649.61,1.23,23.10836906
2020/05/20,UTTARAKHAND,UDHAM SINGH NAGAR,0.01,321.24,0.07,22.73353434
2020/05/20,UTTARAKHAND,BAGESHWAR,0.54,336.73,5,28.64278804
2020/05/20,UTTARAKHAND,RUDRAPRAYAG,0.12,232.08,1.11,24.47347669
2020/05/20,UTTARAKHAND,UTTARKASHI,0.45,1017.54,3.2,24.43468351
2020/05/20,UTTARAKHAND,TEHRI GARHWAL,0.08,562.93,0.53,28.19608408
2020/05/20,UTTARAKHAND,CHAMPAWAT,0.01,204.16,0.06,24.0848854
2020/05/17,UTTARAKHAND,HARDWAR,0.84,333,6.81,27.08523328
2020/05/17,UTTARAKHAND,NAINITAL,0.01,524.84,0.09,24.673005
2020/05/17,UTTARAKHAND,ALMORA,0.08,430.99,1.07,26.98988349
2020/05/17,UTTARAKHAND,PITHORAGARH,0.65,1043.62,3.67,27.96231134
2020/05/17,UTTARAKHAND,CHAMOLI,0.23,1018.79,1.68,25.19199456
2020/05/17,UTTARAKHAND,DEHRADUN,0.02,496.09,0.12,31.31193536
2020/05/17,UTTARAKHAND,GARHWAL,0.21,713.96,1.93,25.39755695
2020/05/17,UTTARAKHAND,UDHAM SINGH NAGAR,0.04,352.41,0.31,24.93882183
2020/05/17,UTTARAKHAND,BAGESHWAR,0.4,348.92,3.97,29.67944613
2020/05/17,UTTARAKHAND,RUDRAPRAYAG,0.08,235.05,0.89,24.7872566
2020/05/17,UTTARAKHAND,UTTARKASHI,0.45,1052.03,3.17,25.26302778
2020/05/17,UTTARAKHAND,TEHRI GARHWAL,0.13,589.87,0.77,29.54552714
2020/05/17,UTTARAKHAND,CHAMPAWAT,0.01,226.22,0.06,26.68702797
2020/05/16,UTTARAKHAND,HARDWAR,1.1,348.89,8.71,28.37759457
2020/05/16,UTTARAKHAND,NAINITAL,0.02,541.96,0.13,25.47775709
2020/05/16,UTTARAKHAND,ALMORA,0.09,450.66,1.18,28.221792
2020/05/16,UTTARAKHAND,PITHORAGARH,0.94,1081.73,5.3,28.98344615
2020/05/16,UTTARAKHAND,CHAMOLI,0.36,1049.57,2.52,25.95308977
2020/05/16,UTTARAKHAND,DEHRADUN,0.05,516.49,0.35,32.59945302
2020/05/16,UTTARAKHAND,GARHWAL,0.24,739.99,2.2,26.32340739
2020/05/16,UTTARAKHAND,UDHAM SINGH NAGAR,0.06,364.59,0.44,25.80117123
2020/05/16,UTTARAKHAND,BAGESHWAR,0.56,366.36,5.1,31.16369112
2020/05/16,UTTARAKHAND,RUDRAPRAYAG,0.11,242.66,1.07,25.58977457
2020/05/16,UTTARAKHAND,UTTARKASHI,0.57,1085.08,3.84,26.05654114
2020/05/16,UTTARAKHAND,TEHRI GARHWAL,0.15,605.12,0.88,30.30948576
2020/05/16,UTTARAKHAND,CHAMPAWAT,0.01,235.65,0.07,27.79990611
2020/05/15,UTTARAKHAND,HARDWAR,1.48,368.25,11.41,29.95288708
2020/05/15,UTTARAKHAND,NAINITAL,0.02,561.29,0.17,26.38644151
2020/05/15,UTTARAKHAND,ALMORA,0.15,472.38,1.59,29.58222596
2020/05/15,UTTARAKHAND,PITHORAGARH,1.3,1123.49,7.34,30.10239911
2020/05/15,UTTARAKHAND,CHAMOLI,0.67,1090.95,4.43,26.97640779
2020/05/15,UTTARAKHAND,DEHRADUN,0.16,540.7,1.02,34.12782787
2020/05/15,UTTARAKHAND,GARHWAL,0.27,767.94,2.39,27.31752218
2020/05/15,UTTARAKHAND,UDHAM SINGH NAGAR,0.06,376.93,0.48,26.67415804
2020/05/15,UTTARAKHAND,BAGESHWAR,0.96,391.51,7.62,33.3025904
2020/05/15,UTTARAKHAND,RUDRAPRAYAG,0.22,254.32,1.73,26.81893329
2020/05/15,UTTARAKHAND,UTTARKASHI,0.7,1115.98,4.58,26.79859411
2020/05/15,UTTARAKHAND,TEHRI GARHWAL,0.19,626.66,1.14,31.3883399
2020/05/15,UTTARAKHAND,CHAMPAWAT,0.02,245.04,0.11,28.90809955
2020/05/14,UTTARAKHAND,HARDWAR,2.63,407,19.03,33.10442479
2020/05/14,UTTARAKHAND,NAINITAL,0.03,583.61,0.25,27.43600501
2020/05/14,UTTARAKHAND,ALMORA,0.39,496.16,3.18,31.07114731
2020/05/14,UTTARAKHAND,PITHORAGARH,1.58,1153.78,9.01,30.91395955
2020/05/14,UTTARAKHAND,CHAMOLI,0.66,1103.4,4.41,27.2843066
2020/05/14,UTTARAKHAND,DEHRADUN,0.45,574.37,2.83,36.25300905
2020/05/14,UTTARAKHAND,GARHWAL,0.3,798.67,2.63,28.41100029
2020/05/14,UTTARAKHAND,UDHAM SINGH NAGAR,0.1,392.11,0.74,27.74810212
2020/05/14,UTTARAKHAND,BAGESHWAR,1.25,403.85,9.33,34.35272184
2020/05/14,UTTARAKHAND,RUDRAPRAYAG,0.64,267.62,4.13,28.22121788
2020/05/14,UTTARAKHAND,UTTARKASHI,0.91,1154.61,5.83,27.72626502
2020/05/14,UTTARAKHAND,TEHRI GARHWAL,0.29,651.26,1.69,32.62039437
2020/05/14,UTTARAKHAND,CHAMPAWAT,0.13,257.23,0.84,30.34528306
2020/05/13,UTTARAKHAND,HARDWAR,0.61,324.68,5.27,26.40857637
2020/05/13,UTTARAKHAND,NAINITAL,0.03,587.96,0.29,27.64016758
2020/05/13,UTTARAKHAND,ALMORA,0.62,508.67,4.71,31.85461984
2020/05/13,UTTARAKHAND,PITHORAGARH,1.67,1162.97,9.56,31.16019975
2020/05/13,UTTARAKHAND,CHAMOLI,0.45,1078.52,3.11,26.66910032
2020/05/13,UTTARAKHAND,DEHRADUN,0.09,531.29,0.59,33.53409747
2020/05/13,UTTARAKHAND,GARHWAL,0.33,795.54,2.79,28.29947218
2020/05/13,UTTARAKHAND,UDHAM SINGH NAGAR,0.12,394.9,0.87,27.94576518
2020/05/13,UTTARAKHAND,BAGESHWAR,0.99,390.25,7.71,33.19526381
2020/05/13,UTTARAKHAND,RUDRAPRAYAG,0.36,262.39,2.56,27.66984797
2020/05/13,UTTARAKHAND,UTTARKASHI,0.81,1149.13,5.26,27.59472088
2020/05/13,UTTARAKHAND,TEHRI GARHWAL,0.35,648.81,2.07,32.49790231
2020/05/13,UTTARAKHAND,CHAMPAWAT,0.34,267.55,2.19,31.56295614
2020/05/12,UTTARAKHAND,HARDWAR,0.74,332.8,6.19,27.06892616
2020/05/12,UTTARAKHAND,NAINITAL,0.08,614.13,0.6,28.87050374
2020/05/12,UTTARAKHAND,ALMORA,1.09,529.81,7.84,33.17818198
2020/05/12,UTTARAKHAND,PITHORAGARH,1.97,1197.92,11.25,32.0967247
2020/05/12,UTTARAKHAND,CHAMOLI,0.5,1102.85,3.4,27.27067034
2020/05/12,UTTARAKHAND,DEHRADUN,0.14,539.4,0.9,34.04546129
2020/05/12,UTTARAKHAND,GARHWAL,0.37,803.55,3.05,28.58428304
2020/05/12,UTTARAKHAND,UDHAM SINGH NAGAR,0.25,412.86,1.66,29.21709879
2020/05/12,UTTARAKHAND,BAGESHWAR,1.21,397.07,8.98,33.77559591
2020/05/12,UTTARAKHAND,RUDRAPRAYAG,0.16,256.37,1.37,27.03524813
2020/05/12,UTTARAKHAND,UTTARKASHI,0.75,1130.82,4.88,27.1549435
2020/05/12,UTTARAKHAND,TEHRI GARHWAL,0.27,640.85,1.59,32.09875536
2020/05/12,UTTARAKHAND,CHAMPAWAT,0.68,277.77,4.43,32.76913958
2020/05/11,UTTARAKHAND,HARDWAR,0.98,349.64,7.99,28.43914421
2020/05/11,UTTARAKHAND,NAINITAL,0.15,648.85,1.1,30.50252578
2020/05/11,UTTARAKHAND,ALMORA,1.64,556.65,11.57,34.85910453
2020/05/11,UTTARAKHAND,PITHORAGARH,2.19,1217.63,12.54,32.62467111
2020/05/11,UTTARAKHAND,CHAMOLI,0.67,1126.1,4.53,27.84564665
2020/05/11,UTTARAKHAND,DEHRADUN,0.25,561.12,1.57,35.41671534
2020/05/11,UTTARAKHAND,GARHWAL,0.47,840.63,3.71,29.90343492
2020/05/11,UTTARAKHAND,UDHAM SINGH NAGAR,0.65,436.16,4.19,30.86546875
2020/05/11,UTTARAKHAND,BAGESHWAR,1.43,406.76,10.26,34.60010005
2020/05/11,UTTARAKHAND,RUDRAPRAYAG,0.57,270.3,3.77,28.50407511
2020/05/11,UTTARAKHAND,UTTARKASHI,1.01,1174.75,6.43,28.20985906
2020/05/11,UTTARAKHAND,TEHRI GARHWAL,0.43,664.85,2.5,33.30101275
2020/05/11,UTTARAKHAND,CHAMPAWAT,1.36,295.33,8.8,34.84047727
2020/05/10,UTTARAKHAND,HARDWAR,1.27,364.79,10.08,29.67133168
2020/05/10,UTTARAKHAND,NAINITAL,1.67,736.91,11.71,34.64242518
2020/05/10,UTTARAKHAND,ALMORA,2.94,610.78,20.24,38.24897994
2020/05/10,UTTARAKHAND,PITHORAGARH,2.66,1257.52,15.31,33.69356132
2020/05/10,UTTARAKHAND,CHAMOLI,1.07,1174.96,7,29.05388719
2020/05/10,UTTARAKHAND,DEHRADUN,0.41,581.9,2.51,36.728431
2020/05/10,UTTARAKHAND,GARHWAL,0.87,895.85,6.38,31.86783127
2020/05/10,UTTARAKHAND,UDHAM SINGH NAGAR,2.15,487.01,13.6,34.46407772
2020/05/10,UTTARAKHAND,BAGESHWAR,2.2,441.69,15.07,37.57124763
2020/05/10,UTTARAKHAND,RUDRAPRAYAG,0.94,278.7,5.95,29.39040417
2020/05/10,UTTARAKHAND,UTTARKASHI,1.28,1211.93,8.01,29.10271281
2020/05/10,UTTARAKHAND,TEHRI GARHWAL,0.83,697.44,4.78,34.93370676
2020/05/10,UTTARAKHAND,CHAMPAWAT,2.82,326.17,18.08,38.4781886
2020/05/09,UTTARAKHAND,HARDWAR,0.53,314.37,4.62,25.57024613
2020/05/09,UTTARAKHAND,NAINITAL,0.05,582.39,0.42,27.37823091
2020/05/09,UTTARAKHAND,ALMORA,1.58,558.66,11.1,34.98522957
2020/05/09,UTTARAKHAND,PITHORAGARH,2.62,1254.05,15.09,33.60067664
2020/05/09,UTTARAKHAND,CHAMOLI,1.24,1191.81,8.05,29.47041141
2020/05/09,UTTARAKHAND,DEHRADUN,0.19,548.38,1.19,34.61258912
2020/05/09,UTTARAKHAND,GARHWAL,0.78,830.1,5.69,29.52894924
2020/05/09,UTTARAKHAND,UDHAM SINGH NAGAR,0.17,378.83,1.11,26.80896168
2020/05/09,UTTARAKHAND,BAGESHWAR,2.23,444.06,15.29,37.77242511
2020/05/09,UTTARAKHAND,RUDRAPRAYAG,1.62,291.66,9.87,30.75708059
2020/05/09,UTTARAKHAND,UTTARKASHI,1.13,1188.87,7.16,28.54888628
2020/05/09,UTTARAKHAND,TEHRI GARHWAL,1.21,699.95,6.95,35.05936031
2020/05/09,UTTARAKHAND,CHAMPAWAT,1.5,298.38,9.67,35.20029671
2020/05/08,UTTARAKHAND,HARDWAR,0.72,326.65,6.07,26.56881326
2020/05/08,UTTARAKHAND,NAINITAL,0.05,584.9,0.39,27.49660285
2020/05/08,UTTARAKHAND,ALMORA,0.84,515.86,6.22,32.30459794
2020/05/08,UTTARAKHAND,PITHORAGARH,1.38,1141.38,7.89,30.58178774
2020/05/08,UTTARAKHAND,CHAMOLI,0.35,1087.79,2.48,26.89838097
2020/05/08,UTTARAKHAND,DEHRADUN,0.23,552.44,1.38,34.86877586
2020/05/08,UTTARAKHAND,GARHWAL,0.25,791.01,2.25,28.13846277
2020/05/08,UTTARAKHAND,UDHAM SINGH NAGAR,0.18,388.58,1.22,27.49874304
2020/05/08,UTTARAKHAND,BAGESHWAR,0.76,385.59,6.4,32.79865143
2020/05/08,UTTARAKHAND,RUDRAPRAYAG,0.1,254.34,1.04,26.8213989
2020/05/08,UTTARAKHAND,UTTARKASHI,0.79,1134.49,5.09,27.24308336
2020/05/08,UTTARAKHAND,TEHRI GARHWAL,0.26,646.37,1.55,32.37529101
2020/05/08,UTTARAKHAND,CHAMPAWAT,0.95,285.57,6.18,33.68941549
2020/05/07,UTTARAKHAND,HARDWAR,0.85,335.4,7.06,27.28077449
2020/05/07,UTTARAKHAND,NAINITAL,0.07,603.32,0.55,28.36229924
2020/05/07,UTTARAKHAND,ALMORA,1.05,530.08,7.6,33.19520156
2020/05/07,UTTARAKHAND,PITHORAGARH,1.48,1160.55,8.52,31.0954321
2020/05/07,UTTARAKHAND,CHAMOLI,0.36,1085.67,2.53,26.84574203
2020/05/07,UTTARAKHAND,DEHRADUN,0.34,569.22,2.05,35.92793297
2020/05/07,UTTARAKHAND,GARHWAL,0.29,810.25,2.55,28.82269068
2020/05/07,UTTARAKHAND,UDHAM SINGH NAGAR,0.28,401.81,1.86,28.43492488
2020/05/07,UTTARAKHAND,BAGESHWAR,0.82,389.28,6.65,33.11335542
2020/05/07,UTTARAKHAND,RUDRAPRAYAG,0.1,253.36,1,26.7175678
2020/05/07,UTTARAKHAND,UTTARKASHI,0.91,1164.95,5.8,27.97441955
2020/05/07,UTTARAKHAND,TEHRI GARHWAL,0.37,664.52,2.17,33.28441482
2020/05/07,UTTARAKHAND,CHAMPAWAT,1.41,297.7,9.12,35.12006857
2020/05/06,UTTARAKHAND,HARDWAR,1.02,345.89,8.26,28.13358553
2020/05/06,UTTARAKHAND,NAINITAL,0.21,629.64,1.51,29.59949497
2020/05/06,UTTARAKHAND,ALMORA,1.44,552.65,10.22,34.60880541
2020/05/06,UTTARAKHAND,PITHORAGARH,2.04,1208.6,11.74,32.38298679
2020/05/06,UTTARAKHAND,CHAMOLI,0.56,1126.45,3.81,27.85435507
2020/05/06,UTTARAKHAND,DEHRADUN,0.76,600.65,4.51,37.91159281
2020/05/06,UTTARAKHAND,GARHWAL,0.41,836.98,3.35,29.7734798
2020/05/06,UTTARAKHAND,UDHAM SINGH NAGAR,0.68,422.86,4.4,29.92445292
2020/05/06,UTTARAKHAND,BAGESHWAR,1.43,416.87,10.38,35.4600059
2020/05/06,UTTARAKHAND,RUDRAPRAYAG,0.32,266.32,2.32,28.0846435
2020/05/06,UTTARAKHAND,UTTARKASHI,1.42,1228.02,8.85,29.48914309
2020/05/06,UTTARAKHAND,TEHRI GARHWAL,0.79,699.97,4.58,35.0599667
2020/05/06,UTTARAKHAND,CHAMPAWAT,2.44,318.73,15.62,37.60125354
2020/05/05,UTTARAKHAND,HARDWAR,0.86,333.3,7.08,27.1095244
2020/05/05,UTTARAKHAND,NAINITAL,0.36,634.75,2.46,29.8400356
2020/05/05,UTTARAKHAND,ALMORA,2.18,583.83,15.11,36.56130661
2020/05/05,UTTARAKHAND,PITHORAGARH,2.23,1226.46,12.9,32.86137247
2020/05/05,UTTARAKHAND,CHAMOLI,0.76,1145.56,5.07,28.32668774
2020/05/05,UTTARAKHAND,DEHRADUN,0.3,567.63,1.85,35.8274889
2020/05/05,UTTARAKHAND,GARHWAL,0.7,844.33,5.15,30.03524227
2020/05/05,UTTARAKHAND,UDHAM SINGH NAGAR,0.25,390.75,1.63,27.65236009
2020/05/05,UTTARAKHAND,BAGESHWAR,1.88,433.18,13.18,36.84733723
2020/05/05,UTTARAKHAND,RUDRAPRAYAG,0.69,273.5,4.46,28.84211287
2020/05/05,UTTARAKHAND,UTTARKASHI,1.12,1194.78,7.08,28.69082644
2020/05/05,UTTARAKHAND,TEHRI GARHWAL,0.56,680.7,3.27,34.09511441
2020/05/05,UTTARAKHAND,CHAMPAWAT,2.3,316.57,14.89,37.34550359
2020/05/04,UTTARAKHAND,HARDWAR,1.02,343.12,8.27,27.90875761
2020/05/04,UTTARAKHAND,NAINITAL,0.03,584.09,0.3,27.45835244
2020/05/04,UTTARAKHAND,ALMORA,0.29,484.17,2.56,30.3204238
2020/05/04,UTTARAKHAND,PITHORAGARH,1.15,1136.06,6.54,30.43931984
2020/05/04,UTTARAKHAND,CHAMOLI,0.51,1118.1,3.48,27.64765601
2020/05/04,UTTARAKHAND,DEHRADUN,0.36,576.24,2.23,36.37116661
2020/05/04,UTTARAKHAND,GARHWAL,0.22,807.53,2.08,28.7258325
2020/05/04,UTTARAKHAND,UDHAM SINGH NAGAR,0.12,387.66,0.83,27.43329347
2020/05/04,UTTARAKHAND,BAGESHWAR,0.61,384.97,5.45,32.74662808
2020/05/04,UTTARAKHAND,RUDRAPRAYAG,0.19,263.18,1.58,27.75347429
2020/05/04,UTTARAKHAND,UTTARKASHI,1.04,1191.09,6.68,28.60217264
2020/05/04,UTTARAKHAND,TEHRI GARHWAL,0.39,673.05,2.3,33.7116681
2020/05/04,UTTARAKHAND,CHAMPAWAT,0.28,264.57,1.81,31.21198038
2020/05/03,UTTARAKHAND,HARDWAR,1.39,361.64,10.92,29.41516641
2020/05/03,UTTARAKHAND,NAINITAL,0.04,613.41,0.41,28.83670415
2020/05/03,UTTARAKHAND,ALMORA,0.51,512.24,4.07,32.07828278
2020/05/03,UTTARAKHAND,PITHORAGARH,1.87,1198.68,10.74,32.11694327
2020/05/03,UTTARAKHAND,CHAMOLI,1.19,1191.69,7.71,29.46755421
2020/05/03,UTTARAKHAND,DEHRADUN,0.96,621.3,5.82,39.21500824
2020/05/03,UTTARAKHAND,GARHWAL,0.41,850.46,3.32,30.25295973
2020/05/03,UTTARAKHAND,UDHAM SINGH NAGAR,0.22,405.3,1.5,28.68217298
2020/05/03,UTTARAKHAND,BAGESHWAR,1.53,426.85,11.09,36.30906372
2020/05/03,UTTARAKHAND,RUDRAPRAYAG,1.43,289.31,8.77,30.50837139
2020/05/03,UTTARAKHAND,UTTARKASHI,1.62,1248.82,10.04,29.98841222
2020/05/03,UTTARAKHAND,TEHRI GARHWAL,0.78,703.01,4.51,35.21267452
2020/05/03,UTTARAKHAND,CHAMPAWAT,0.6,278.26,3.88,32.82709456
2020/05/02,UTTARAKHAND,HARDWAR,1.46,362.2,11.36,29.46051295
2020/05/02,UTTARAKHAND,NAINITAL,0.03,579.28,0.29,27.23225862
2020/05/02,UTTARAKHAND,ALMORA,0.35,496.99,2.97,31.12325219
2020/05/02,UTTARAKHAND,PITHORAGARH,1.53,1170.28,8.77,31.35605816
2020/05/02,UTTARAKHAND,CHAMOLI,1.11,1182.09,7.18,29.23002444
2020/05/02,UTTARAKHAND,DEHRADUN,0.46,594.8,2.84,37.54269628
2020/05/02,UTTARAKHAND,GARHWAL,0.42,851.85,3.39,30.30242488
2020/05/02,UTTARAKHAND,UDHAM SINGH NAGAR,0.14,387.54,0.97,27.42470749
2020/05/02,UTTARAKHAND,BAGESHWAR,1.37,416.29,10.03,35.41024937
2020/05/02,UTTARAKHAND,RUDRAPRAYAG,1.51,290.45,9.26,30.62952816
2020/05/02,UTTARAKHAND,UTTARKASHI,1.06,1193.35,6.82,28.65641426
2020/05/02,UTTARAKHAND,TEHRI GARHWAL,0.61,688.05,3.56,34.46326548
2020/05/02,UTTARAKHAND,CHAMPAWAT,0.53,273.77,3.46,32.29705956
2020/05/01,UTTARAKHAND,HARDWAR,1.07,341.67,8.56,27.79065613
2020/05/01,UTTARAKHAND,NAINITAL,0.04,605.46,0.41,28.46281758
2020/05/01,UTTARAKHAND,ALMORA,0.35,498.49,2.99,31.21703449
2020/05/01,UTTARAKHAND,PITHORAGARH,0.82,1109.72,4.7,29.73343286
2020/05/01,UTTARAKHAND,CHAMOLI,0.44,1103.16,3.04,27.27832682
2020/05/01,UTTARAKHAND,DEHRADUN,0.31,576.27,1.91,36.3731108
2020/05/01,UTTARAKHAND,GARHWAL,0.23,832.5,2.17,29.61420554
2020/05/01,UTTARAKHAND,UDHAM SINGH NAGAR,0.3,405.76,1.95,28.7141107
2020/05/01,UTTARAKHAND,BAGESHWAR,0.47,376.03,4.6,31.98545335
2020/05/01,UTTARAKHAND,RUDRAPRAYAG,0.16,259.48,1.36,27.36296824
2020/05/01,UTTARAKHAND,UTTARKASHI,0.6,1126.09,4.11,27.0413875
2020/05/01,UTTARAKHAND,TEHRI GARHWAL,0.13,652.45,0.8,32.6797873
2020/05/01,UTTARAKHAND,CHAMPAWAT,0.79,284.94,5.16,33.61466092
2020/06/28,UTTARAKHAND,HARDWAR,0,189.13,0,15.38324308
2020/06/28,UTTARAKHAND,NAINITAL,0.01,584.33,0.09,27.46960047
2020/06/28,UTTARAKHAND,ALMORA,0.08,434.85,1.15,27.23170093
2020/06/28,UTTARAKHAND,PITHORAGARH,0.95,1137.32,5.38,30.47296338
2020/06/28,UTTARAKHAND,CHAMOLI,1.1,1134.52,7.11,28.05375985
2020/06/28,UTTARAKHAND,DEHRADUN,0,367.14,0,23.17278748
2020/06/28,UTTARAKHAND,GARHWAL,0.07,575.54,1.05,20.47351529
2020/06/28,UTTARAKHAND,UDHAM SINGH NAGAR,0.07,372.63,0.47,26.36963196
2020/06/28,UTTARAKHAND,BAGESHWAR,0.86,371.64,7.52,31.61219754
2020/06/28,UTTARAKHAND,RUDRAPRAYAG,0.94,281.15,6.19,29.64879018
2020/06/28,UTTARAKHAND,UTTARKASHI,1.41,1131.55,9.28,27.17258009
2020/06/28,UTTARAKHAND,TEHRI GARHWAL,0.24,517.12,1.81,25.90154879
2020/06/28,UTTARAKHAND,CHAMPAWAT,0.03,257.79,0.22,30.41151088
2020/06/27,UTTARAKHAND,HARDWAR,0,194.47,0,15.81784797
2020/06/27,UTTARAKHAND,NAINITAL,0.02,585.11,0.14,27.50630727
2020/06/27,UTTARAKHAND,ALMORA,0.09,432.05,1.19,27.05654377
2020/06/27,UTTARAKHAND,PITHORAGARH,0.67,1049.45,3.77,28.1185803
2020/06/27,UTTARAKHAND,CHAMOLI,0.88,1101.26,5.73,27.23130258
2020/06/27,UTTARAKHAND,DEHRADUN,0,372.72,0,23.52529394
2020/06/27,UTTARAKHAND,GARHWAL,0.08,581.88,1.11,20.6989941
2020/06/27,UTTARAKHAND,UDHAM SINGH NAGAR,0.02,368.24,0.1,26.05889167
